question_id,question_id,question_text,correct_answer_text,main_area,sub_area,topic,subtopic,source_exam,question_type
4019,,"Niño de 03 años tiene historia de un día de heces blandas, fiebre, calambre abdominal, dolor de cabeza y mialgia. No tiene sangre en las heces. Una cuidadosa historia revela que tiene como mascotas tortugas. Patógeno más probable:",Salmonella spp,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Salmonelosis - Brucelosis,residentado,regular
4021,,La fiebre hemorrágica por virus del dengue está asociada a:,Infección previa por otra cepa del mismo virus,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Dengue - Fiebre amarilla,residentado,regular
4022,,"En zonas endémicas el recojo de inservibles y la búsqueda activa de aguas estancadas (botellas, floreros, tanques) se realiza para detectar la presencia del vector del:",Virus del dengue,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Dengue - Fiebre amarilla,residentado,regular
4023,,Usualmente entra al cuerpo vía la piel humana:,Virus del Dengue,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Dengue - Fiebre amarilla,residentado,regular
4024,,¿Qué es el dengue?,Una enfermedad vírica que puede producir fiebre hemorrágica,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Dengue - Fiebre amarilla,residentado,regular
4026,,"Un médico conducía estudios entomológicos en pantanos de Centroamérica, hasta que se enfermó. Tiene tiritonas, T° 37.7 °C, fotofobia, mialgia y postración. Está algo ictérico y sufrió un vómito negro por hemorragia gastrointestinal. La enfermedad de éste médico probablemente hubiese sido evitada si se le hubiera inmunizado con:",Vacuna 17D,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Dengue - Fiebre amarilla,residentado,regular
4027,,"Un médico conducía estudios entomológicos en pantanos de Centroamérica, hasta que se enfermó. Tiene tiritonas, T° 37.7 °C, fotofobia, mialgia y postración. Está algo ictérico y sufrió un vómito negro por hemorragia gastrointestinal. El vector biológico para la transmisión de esta enfermedad muy probablemente es:",Mosquito,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Malaria,residentado,regular
4028,,"El virus de la rabia tiene un período de incubación y agresividad variable, esto depende:",Si la mordida es en la cara,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Rabia,residentado,regular
4029,,La etiología más frecuente de la artritis bacteriana aguda en pacientes jóvenes es:,Estafilococo aureus,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS ARTICULARES,Artritis infecciosa,residentado,regular
4030,,"Mujer de 25 años de edad, se halla menstruando, llega a Urgencia. T° 40° C, leucocitosis de 16000/mm3, PA de 90/65 mmHg, exantema en el tronco y fatiga extrema. Lo más probable es que tenga:",Síndrome de choque tóxico,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
4031,,"Mujer de 25 años de edad, se halla menstruando, llega a Urgencia. T° 40° C, leucocitosis de 16000/mm3, PA de 90/65 mmHg, exantema en el tronco y fatiga extrema. ¿Qué predominaría en el cultivo del flujo menstrual?",Staphylococcus aureus,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
4032,,"Mujer de 25 años de edad, se halla menstruando, llega a Urgencia. T° 40° C, leucocitosis de 16000/mm3, PA de 90/65 mmHg, exantema en el tronco y fatiga extrema. ¿Cuál sería el antecedente más característico?",Retención de un tampón,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
4033,,El tratamiento de elección en un paciente con infección severa por Staphylococcus aureus meticilina-resistente es:,Vancomicina,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,Examenes 2024/PSIQUIATRÍA;residentado,regular
4034,,"Varón de 30 años de edad; presenta úlcera genital en glande, de 10 días de evolución con antecedente de múltiples parejas sexuales. Tiene VDRL reactivo de 2 diluciones. ¿Cuál es el examen que confirma el diagnóstico?",FTS-ABS,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones de transmisión sexual,residentado,regular
4035,,"Varón de 30 años de edad, historia de múltiples parejas sexuales. Llega con 10 días de enfermedad; úlcera única en glande, limpia, indolora y de bordes elevados. Diagnóstico más probable:",Sífilis,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones de transmisión sexual,residentado,regular
4036,,El treponema pallidum puede ser identificado de una lesión sifilítica (ya sea el estadio 1° o 2°) por:,Tinción inmunofluorescente de frotis realizado a partir de la lesión activa,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones de transmisión sexual,residentado,regular
4037,,"Varón de 35 años, acude a centro especializado en ETS, refiriendo secreción purulenta por meato uretral, disuria y dolor testicular. Historia de relaciones sexuales sin protección hace 7 días y automedicación antibiótica inadecuada. Diagnóstico más probable:",Gonorrea y epididimitis,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones de transmisión sexual,Examenes 2018/UROLOGIA;residentado,regular
4038,,"Varón de 20 años de edad, de la selva. Presenta ictericia, hepatomegalia y ascitis. Hígado palpable a 10 cm por debajo del reborde costal y de consistencia pétrea. Antígeno HbsAg positivo. Mecanismo probable de contagio de su infección:",Transfusión transplacentaria,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Hepatitis,residentado,regular
4039,,"Estudiante de 19 años con intenso ardor en la micción, y descensos de grueso exudado uretral cremoso compuesto de leucocitos PMN con mucho diplococos intracelulares, Gram negativos en forma de riñón. No hay lesiones en el área del órgano genital. Diagnóstico probable:",Gonorrea,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones de transmisión sexual,residentado,regular
4040,,"Estudiante de 19 años con intenso ardor en la micción, y descensos de grueso exudado uretral cremoso compuesto de leucocitos PMN con mucho diplococos intracelulares, Gram negativos en forma de riñón. No hay lesiones en el área del órgano genital. ¿Cuál de las siguientes terapias se puede usar para evitar la futura infección?",Uso de profilácticos,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones de transmisión sexual,residentado,regular
4041,,"Durante la menstruación, una mujer presenta fiebre, eritema y poliartralgias. La tinción de Gram del líquido sinovial extraído de su rodilla derecha: diplococos Gram negativos. De los siguientes, ¿cuál puede ser la causa?",Neisseria gonorrhoeae,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones de transmisión sexual,residentado,regular
4042,,Médico de 32 años que pasó años en Nueva Guinea presenta granulomas ulcerosos en la piel genital. Microscopia de las pápulas con tinción Wright-Giemsa: estructuras redondas 1-2 um dentro de áreas quísticas del citoplasma de los macrófagos. Patógeno más probable:,Calymmatobacterium donovani,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones de transmisión sexual,residentado,regular
4043,,"Varón de 19 años, desde hace 3 días con malestar general, fiebre y lesiones generalizadas en piel. Piel con lesiones maculopapulosas, eritematosas, vesiculares y costrosas. ¿Cuál es el diagnóstico más probable?",Varicela,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Herpes - Mononucleosis,residentado,regular
4044,,"Probable responsable de edema, hematuria, proteinuria en un paciente que tuvo impétigo hace 3 semanas:",Streptococcus pyogenes,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS RENALES,Síndrome nefrítico,residentado,regular
4045,,"Una mujer de 23 años presenta fiebre de inicio súbito, dolor en la garganta al deglutir, malestar general y náuseas. El diagnóstico probable es una faringitis producida por:",Streptococcus,CLÍNICO MÉDICAS,PEDIATRÍA,PROBLEMAS DE SALUD DEL NIÑO Y DEL ADOLESCENTE,Faringitis estreptocócica,residentado,regular
4046,,"La estreptolisina S, indicador de virulencia del Streptococcus pyogenes, tiene múltiples factores biológicos. Selecciones en que NO le corresponde:",Inmunogenicidad,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,VIH-SIDA,residentado,regular
4047,,La fiebre reumática es secuela de infección por:,Streptococcus pyogenes,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
4048,,La infección cutánea por Streptococcus pyogenes NO se asocia a:,Fiebre reumática,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Salmonelosis - Brucelosis,residentado,regular
4049,,"Niño cuya madre cría aves, presenta diarrea, ¿qué agente es la causa más probable?",Campylobacter jejuni,CLÍNICO MÉDICAS,PEDIATRÍA,PROBLEMAS DE SALUD DEL NIÑO Y DEL ADOLESCENTE,Enfermedad diarreica aguda,residentado,regular
4050,,¿Cuál de las especies de Campylobacter se relaciona con el síndrome de Guillain-Barré?,Jejuni,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Cólera – EDA,Examenes 2018/PATOLOGIA;residentado,regular
4051,,"Mujer de 53 años de edad; padece diarrea y dolor abdominal bajo de 3 días. No ha viajado recientemente y hay sangre y pus en sus heces. Los cultivos fecales arrojan varios bastones Gram negativos, flagelados, curvos y oxidasa positivos. Patógeno más probable:",Campylobacter jejuni,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Cólera – EDA,residentado,regular
4052,,La neumonía atípica primaria tiene como agente causal frecuente:,Mycoplasma pneumoniae,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO RESPIRATORIO,Neumonía adquirida en la comunidad,residentado,regular
4053,,"Mujer de 24 años de edad padece fiebre, malestar, y tos seca no productiva. Dolor de cabeza, dolores musculares y de pierna. Los valores de laboratorio son relevantes por aumento de aglutininas frías. ¿Cuál es el responsable de sus síntomas?",Mycoplasma pneumoniae,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO RESPIRATORIO,Neumonía adquirida en la comunidad,residentado,regular
4054,,El reservorio de la infección por Shigella es:,El hombre,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Cólera – EDA,residentado,regular
4055,,¿Cuál de los siguientes gérmenes causantes de gastroenteritis actúa a través de toxinas?,Vibrio cholerae,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Cólera – EDA,residentado,regular
4056,,El diagnóstico definitivo más temprano de shigelosis se hace comúnmente por hallazgos clínicos y:,Cultivo de heces,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Cólera – EDA,residentado,regular
4057,,"Niña de 11 años antes sana, ahora padece infección gastrointestinal con calambre y heces acuosas. Luego de días, empieza a salir sangre por el recto y es internada por deshidratación. Reducido gasto urinario con BUN elevado. Hemograma total: anemia y trombocitopenia; frotis periférico: hematíes fragmentados (esquistocitos). La probable responsable es una infección por",Shigella,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Cólera – EDA,residentado,regular
4058,,La complicación más frecuente de la shigelosis en niños es:,Deshidratación,CLÍNICO MÉDICAS,PEDIATRÍA,PROBLEMAS DE SALUD DEL NIÑO Y DEL ADOLESCENTE,Enfermedad diarreica aguda,residentado,regular
4059,,"En el síndrome urémico-hemolítico, se ha implicado un microorganismo:",a y c son correctas,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Cólera – EDA,residentado,regular
4060,,"Mujer de 32 años tiene aumento de frecuencia urinaria, dolor suprapúbico y disuria en los últimos 3 días. No hay fiebre, náusea ni vómito. Una tinción Gram revela bastones Gram negativos. Patógeno posiblemente causal:",Escherichia coli,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS RENALES,Infecciones urinarias,residentado,regular
4062,,Patógeno que más frecuentemente causa peritonitis bacteriana espontánea en un paciente cirrótico:,Escherichia coli,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Cirrosis hepática,Examenes 2017/CIRUGIA;residentado,regular
4063,,Paciente de 68 años con cirrosis alcohólica; con ascitis y várices esofágica. T° 38°C. La paracentesis revela conteo de células PMN de 300/mm3. 'Cual de los siguientes es el organismo infectante probable?,Escherichia coli,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,Examenes 2023/PRUEBA B;residentado,regular
4064,,¿En cuál d las siguientes bacterias la ureasa indica virulencia?,Helicobacter pylori,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Enfermedad úlcero-péptica,residentado,regular
4065,,La etiopatogenia de la enfermedad causada por Helicobacter pylori se caracteriza por:,Transmisión fecal-oral,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Enfermedad úlcero-péptica,residentado,regular
4066,,Germen causal de osteomielitis en pacientes con drepanocitosis:,Salmonella Typhi,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Salmonelosis - Brucelosis,residentado,regular
4067,,En una guardería hay epidemia de gastroenteritis. Las heces tienen un característico color azulado. Agente causante de este cuadro:,Pseudomonas aeruginosa,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Cólera – EDA,residentado,regular
4068,,"Un paciente quemado desarrolla una infección en la herida y un cultivo bacteriológico del sitio indica un bastón Gram negativo que es oxidasa positivo y produce pigmento azulino verde. El organismo era relativamente resistente a antibióticos pero susceptible a ticarcilina, gentamicina y tobramicina. El organismo  puede ser identificado como:",Pseudomonas aeruginosa,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
4069,,"En un paciente esplenectomizado, la infección más frecuente se debe a:",Estreptococo pneumoniae,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
4070,,"Joven de 16 años padece enfermedad drepanocítica; presenta infección severa. Su bazo se ha autoesplenectomizado. Tuvo infecciones menores antes. Tiene fiebre, escalofríos, tos, y dolor de pecho. Las bacterias del esputo arrojan organismos sensibles a optoquina con reacción Quellung positiva (reacción de tumefacción capsular positiva). Patógeno más probable:",Streptococcus pneumoniae,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO RESPIRATORIO,Neumonía adquirida en la comunidad,residentado,regular
4071,,El cuadro clínico de la rickettsiosis se presenta con:,"Fiebre prolongada, exantema, compromiso del SNC y aparato circulatorio.",CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,"Insectos, artrópodos y ofidios venenosos",residentado,regular
4072,,"Dos semanas luego de un viaje a la India, un varón de 35 años, se queja de fiebre diaria, dolor de cabeza, escalofríos y malestar. Se acuerda haber sido picado varias veces por pulgas en sus tobillos y pantorrillas en el viaje. Rash maculopapular en tronco, brazos y muslos. La causa más probable de la condición es:",Rickettsia Typhi,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,"Insectos, artrópodos y ofidios venenosos",residentado,regular
4073,,La puerta de entrada más frecuente de la histoplasmosis en los niños es:,Tracto respiratorio,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO RESPIRATORIO,Micosis pulmonar,residentado,regular
4074,,"En relación a histoplasmosis, marque lo incorrecto:",La afectación sintomática del sistema nervioso central es frecuente en la forma diseminada.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO RESPIRATORIO,Micosis pulmonar,residentado,regular
4075,,La escarlatina es producida por:,Toxina eritrogénica del estreptococo B hemolítico,CLÍNICO MÉDICAS,PEDIATRÍA,PROBLEMAS DE SALUD DEL NIÑO Y DEL ADOLESCENTE,Faringitis estreptocócica,residentado,regular
4076,,"Un niño, tras una amigdalitis, tiene lesiones cutáneas puntiformes de color rojo vivo, que afectan a las flexuras de los brazos y respetan la cara. Diagnóstico más probable:",Escarlatina,CLÍNICO MÉDICAS,PEDIATRÍA,PROBLEMAS DE SALUD DEL NIÑO Y DEL ADOLESCENTE,Enfermedades eruptivas de la infancia,residentado,regular
4077,,El agente causal de la parotiditis es un:,Paramixovirus,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Herpes - Mononucleosis,residentado,regular
4078,,La propagación máxima del virus del sarampión se hace a través de las gotitas que expulsa el niño en:,Es estadio prodrómico o fase catarral,CLÍNICO MÉDICAS,PEDIATRÍA,PROBLEMAS DE SALUD DEL NIÑO Y DEL ADOLESCENTE,Sarampión,residentado,regular
4079,,¿Cuál de las siguientes manifestaciones es patognomónica del sarampión?,Manchas de Koplik,CLÍNICO MÉDICAS,PEDIATRÍA,PROBLEMAS DE SALUD DEL NIÑO Y DEL ADOLESCENTE,Sarampión,residentado,regular
4080,,¿Cuál es el tipo de agente etiológico más frecuente en la miocarditis infecciosa aguda en adultos?,Virus,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO CARDIOVASCULAR,Cardiomiopatías,Examenes 2017/ OFTALMOLOGIA;residentado,regular
4081,,¿Cuál característica es más útil para establecer la diferencia entre la rubéola y el exantema súbito?,Tipo de exantema,CLÍNICO MÉDICAS,PEDIATRÍA,PROBLEMAS DE SALUD DEL NIÑO Y DEL ADOLESCENTE,Enfermedades eruptivas de la infancia,residentado,regular
4082,,"Varón de 15 años, desde hace 4 días fiebre y un día antes de su ingreso enrojecimiento de la piel. Dice no haber recibido ninguna vacuna. T°38°C, erupción exantemática maculopapular generalizada, linfadenopatías postauriculares. Se puede reportar como sospecha de:",Rubéola,CLÍNICO MÉDICAS,PEDIATRÍA,PROBLEMAS DE SALUD DEL NIÑO Y DEL ADOLESCENTE,Rubeola,Examenes 2024/ESPECIALIADAD B;residentado,regular
4083,,Una complicación frecuente de la vacuna BCG:,Linfadenitis regional,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Tuberculosis,residentado,regular
4084,,El examen auxiliar para realizar el diagnóstico precoz de la osteomielitis es:,Gammagrafía (cintigrama óseo),CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS ARTICULARES,Artritis infecciosa,residentado,regular
4085,,"Varón de 35 años, enfermo por 3 semanas, con manifestaciones de artralgias, mialgias, cefalea global, sudoración generalizada, T° ondulante. Hepatoesplenomegalia. ¿Qué análisis es prioritario para precisar diagnóstico?",Aglutinaciones,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Salmonelosis - Brucelosis,residentado,regular
4086,,"Agricultor de 17 años, desde hace 1 días con diplopía y reducida agudeza visual; luego disartria, disfagia, regurgitación, debilidad muscular progresiva, náuseas, vómitos y dificultad respiratoria. Análisis de sangre, orina, LCR normales. Diagnóstico probable:",Botulismo,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Intoxicaciones agudas,residentado,regular
4087,,¿Qué toxina inhibe la liberación de acetilcolina en la unión neuromuscular?,Toxina de Clostridium botulinum,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Intoxicaciones agudas,residentado,regular
4088,,"Mujer de 18 años de edad, sufre accidente y presenta herida contuso cortante en el antebrazo izquierdo, que compromete la fascia y el músculo. Refiere haber recibido inmunización antitetánica completa en la niñez y refuerzo hace 2 años. ¿Qué recomendaría?",No aplicar toxoide ni antitoxina,CLÍNICO QUIRÚRGICAS,CIRUGÍA,CIRUGÍA GENERAL,Heridas de piel y faneras,residentado,regular
4089,,Qué toxina bloquea la función del neurotransmisor inhibidor en las sinapsis en la médula espinal conduciendo a espasmo?,Toxina de tetanus,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,"Insectos, artrópodos y ofidios venenosos",residentado,regular
4090,,El diagnóstico de hepatitis viral B aguda se realiza por:,Presencia de antígeno de superficie,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Hepatitis,residentado,regular
4091,,La efectividad de la vacuna contra la hepatitis B se mide con el dosaje de:,Anti-HBs,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Hepatitis,residentado,regular
4092,,"En relación con la infección por virus de la hepatitis B (VHB): anti HBs positivo, anti HBc negativo y sin otro marcador serológico de infección por VHB, se presenta en:",Vacunación reciente para VHB,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Hepatitis,residentado,regular
4093,,Es inusual que cause hepatitis crónica:,Virus A,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Hepatitis,residentado,regular
4094,,"De todos estos virus, todos son transmitidos típicamente por contacto sanguíneo, EXCEPTO:",Virus de la hepatitis A,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LAS VÍAS DIGESTIVAS,Hepatitis,residentado,regular
4095,,Una de las siguientes relaciones es incorrecta entre los siguientes tratamientos de infecciones virales:,Hepatitis - Famciclovir,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Herpes - Mononucleosis,residentado,regular
4096,,"Un niño padece fiebre, conjuntivitis, coriza y dolor de garganta. Laboratorio clínico: virus ADN icosahédrico sin envoltura, los capsomeros de su capsida tienen forma hexagonal y pentagonal. Este microorganismo probablemente es:",Adenovirus,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Herpes - Mononucleosis,residentado,regular
4097,,La denominada fiebre faringoconjuntival se debe a infección por:,Adenovirus,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Herpes - Mononucleosis,residentado,regular
4098,,Respecto a los adenovirus señale la FALSA:,Son causa más frecuente de bronquilitis en el adulto (serotipos 12 y 13),CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO RESPIRATORIO,Neumonía adquirida en la comunidad,residentado,regular
4099,,"Con respecto a los siguientes patógenos, indique el enunciado correcto:",Acinetobacter es predominantemente hospitalario,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
4100,,"La micosis caracterizada por ser crónica, general pérdida de la dentición, úlceras orales, adenomegalia cervical y cuyas levaduras tisulares tienen forma de ""timón de barco"" se denomina",Paracoccidiomicosis,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad micótica,Examenes 2024/OFTALMOLOGÍA;residentado,regular
4101,,"En una enfermedad transmisible, una vez que el agente ha entrado en nuestro organismo, ¿qué determinará la aparición de manifestaciones clínicas?",La resistencia del huésped,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Parasitosis,residentado,regular
4102,,La sarna se caracteriza por prurito marcado en la piel debido a:,Sensibilización alérgica al ácaro,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Parasitosis,residentado,regular
4104,,Principal examen auxiliar en el diagnóstico de enfermedades micóticas:,Examen directo con hidróxido de potasio,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad micótica,residentado,regular
4105,,La relación correcta entre los gérmenes que producen neumonía y la vía de infección es:,SARS (Coronavirus / Inhalación.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL APARATO RESPIRATORIO,Neumonía adquirida en la comunidad,residentado,regular
4106,,"En la onicomicosis de los pies, el agente etiológico más frecuente es:",Trichophyton rubrum,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad micótica,residentado,regular
4107,,¿Cuáles son los microorganismos anaerobios más frecuentemente aislados en la práctica clínica?,Bacteroides spp.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
4108,,"Enfermedad que se adquiere por contacto con patos, pericos, papagayos, gallinas y otras aves:",Psitacosis,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Parasitosis,residentado,regular
4109,,"Un carnicero tras pincharse con un hueso de carne de cerdo, nota como la zona aparecía eritematosa, indurada y caliente. Se nota una placa rojiza en el borde interno de ese dedo. ¿Cuál es el germen sospechoso?",Erysipelothrix rhusiapathiae,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DE LA PIEL,Enfermedad bacteriana de la piel,residentado,regular
4110,,"En clima templado, una niña de 3 meses llega con enfermedad de 4 días, el 1° día con vómito y los 3 restantes con diarrea. Ha presentado 6-8 evacuaciones líquidas y fétidas por día. Está en buenas condiciones generales. Causa más probable de su enfermedad:",Rotavirus,CLÍNICO MÉDICAS,PEDIATRÍA,PROBLEMAS DE SALUD DEL NIÑO Y DEL ADOLESCENTE,Enfermedad diarreica aguda,residentado,regular
4111,,"Niño de 7 años de edad; tras 7 días de fiebre, presenta una parálisis fláccida brusca, con hiperestesia.  La parálisis afecta a los músculos proximales, cuádriceps y cintura escapular. En semanas sufrió atrofia y reflejos disminuidos. ¿Qué agente justifica el cuadro?",Poliovirus,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Infecciones del sistema nervioso central,residentado,regular
4112,,Microorganismo más frecuentemente implicado en la etiología de las bronquitis agudas:,Virus parainfluenza,CLÍNICO MÉDICAS,PEDIATRÍA,PROBLEMAS DE SALUD DEL NIÑO Y DEL ADOLESCENTE,Bronquitis aguda,residentado,regular
4113,,"Con tinción ácido alcohol resistente adecuadamente realizado, el Staphylococcus epidermidis aparece:",Azul,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
4114,,"En la exploración por meningitis bacteriana (comúnmente es una prueba de aglutinación con partícula látex), qué componente químico se busca en el LCR?",Polisacárido,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Infecciones del sistema nervioso central,Examenes 2023/ANATOMIA PATOLOGICA;residentado,regular
4115,,"Por el crecimiento en frío de esta bacterial fecal animal relativamente común, contamina algunas carnes y quesos: los pacientes con trasplante renal solo deben de comer sándwiches calientes. Agente causal de meningitis en pacientes trasplantados:",Listeria monocytogenes,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Infecciones del sistema nervioso central,residentado,regular
4116,,Probable responsable de meningitis bacteriana en infantes durante el quinto mes de vida,Streptococcus pneumoniae,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS DEL SISTEMA NERVIOSO,Infecciones del sistema nervioso central,residentado,regular
4117,,Un bebé de 1 semana con síntomas de vómito y anorexia tiene T 39°C. Fontanela protuberante. Agente posiblemente causante:,Streptococcus agalactiae,CLÍNICO MÉDICAS,PEDIATRÍA,PROBLEMAS EN EL RECIÉN NACIDO,Sepsis neonatal,residentado,regular
4118,,"Un infante de 16 días de edad presenta fiebre, irritabilidad, pobre alimentación y una fontanela protuberante. El líquido raquídeo demuestra cocos gram-positivos. El diagnóstico más probable es:",Streptococcus del Grupo B.,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
4119,,El estreptococo del grupo A se identifica por:,Hemólisis beta,CLÍNICO MÉDICAS,MEDICINA,PROBLEMAS INFECCIOSOS,Infecciones intrahospitalarias,residentado,regular
